from;to
09201;Integrale veiligheid
09203;Vastgoed en makelaardij
09204;Kust- en zeestudies
09215;Bio-informatica
09216;Industriele automatisering
09218;Opleidingskunde
09219;Gezondheidszorg technologie
09300;Bioprodukt Management
09301;Installatietechnologie
09302;Hanse law school
09303;European studies
09304;Moleculaire Levenswetenschappen
09305;Informatiekunde
11111;Opleiding tbv studievoortgang
30001;B Brede Bachelor HEAO Business Administration
30002;B Hoger Hotelmanagement
30003;B Leisure Management
30007;B Imam/Islamitisch Geestelijk Werker
30008;B Applied Science
30009;B Toegepaste Biologie
30010;B Information Security Management
30011;B Belastingadviseur
30012;B Pedagogisch Management Kind en Educatie
30013;B Organisatiepsychologie
30014;B Circus and Performance Art
30015;B Advanced Sensor Applications
30016;B Advanced Business Creation
30017;B Global Project and Change Management
30018;B Automotive
30020;B HBO-ICT
30021;B Elektronica, Datacommunicatie en Netwerken
30022;B Food Commerce & Technology
30023;B Medische Hulpverlening
30024;B Tuinbouw & Agribusiness
30025;B New Business
30026;B Mechatronica
30027;B Bank en verzekeren
30028;B Landscape and Environment Management
30029;B International Business
30030;B Cabaret
30031;B International Business & Entrepreneurship
30032;B Maritieme Techniek / Scheepsbouwkunde
30033;B Geo Media & Design
30034;B International Fresh Business Management
30035;B International Business Innovation Studies
30036;B Creative Media and Game Technologies
30037;B Fashion & Textile Technologies
30038;B Ruimtelijke Ontwikkeling
30039;B Mens en Techniek
30040;B Toegepaste Fotografie en Beeldcommunicatie
30041;B Popular Culture
30099;B Interdisciplinary Arts
30100;B Verkeer en Logistiek
30102;B Climate & Management
30103;B Pensioenen en Verzekeringen
30104;B Public ICT Management
30105;B Security Management
30106;B Integraal Ontwerpen
30107;B Engineering
30108;B Rechten
30109;B Toegepaste Gerontologie
30110;B Vitaliteitsmanagement & Toerisme
30111;B Management Economie en Recht, Onroerend Goed en Makelaardij
30113;B Actuarieel Analist
30114;B Applied Behavioral and Social Sciences
30115;B Pensions
30116;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Talen
30117;B Business Administration Entrepreneurship
30119;B Commerciele Economie & Ondernemerschap
30121;B Sportmanagement
30122;B Bachelor of Nursing
30123;B Software Engineer
34001;B Opleiding tolk-vertaler
34004;B Opleiding Tolk-Vertaler
34012;B Hoger Financieel Economisch Management
34013;B Bedrijfsmanagement Toerisme en Recreatie
34015;B Managementondersteuning
34016;B Natuurlijk Genezer
34017;B Integrale Veiligheidszorg
34018;B Transport
34019;B Vrije studierichting
34020;B Makelaardij o.g. (3-jarig)
34024;B Assurantie (3-jarig)
34029;B Marketing Management (3-jarig)
34030;B Hotel & Event Management
34035;B Bedrijfskunde
34036;B Marketing, Sales & Communicatie
34040;B Sportkunde
34041;B Trade Management gericht op Azie
34042;B Assurantie (4-jarig)
34043;B Bank en Verzekeringen
34045;B Office Management (3-jarig)
34046;B Office Management
34047;B Lichaamsverzorging
34049;B Marketing management (4-jarig)
34052;B Account Management (4-jarig)
34055;B Toeristisch Management (4-jarig)
34056;B Opleiding tot Vertaler (4-jarig)
34057;B Sport, Gezondheid en Management
34058;B ICT-Telecommunicatie
34059;B Sport en Bewegingseducatie
34060;B Mediatechnologie
34061;B Software Engineering and Internetmarketing
34062;B Verkeersveiligheid en mobiliteit
34063;B Executive Officemanagement
34064;B Visual Information/Communication Design
34065;B Veranderingsmanagement
34066;B Palliatieve-zorg
34067;B Sportpsychologie
34068;B Organisatiepsychologie
34069;B Onderwijsmanagement
34070;B Manuele Therapie
34071;B Management Assistent
34072;B Logistiek Management
34073;B Lijnmanagement
34074;B Watermanagement
34075;B Jeugdpsychologie
34076;B Internationale Handel
34077;B Financieel Rechercheren
34078;B Executive Manager
34079;B E-commerce/E-business
34080;B Communicatiepsychologie
34081;B Circulatiemanagement
34082;B Arbeidskunde en Reintegratie
34083;B AA accountacy
34084;B Onderwijskunde
34085;B Vrije studierichting Techniek
34086;B Vrije studierichting Economie
34087;B Vrije studierichting Maatschappij
34088;B Belastingacademie
34089;B Human Technology
34090;B Farmakunde
34091;B Huidtherapie
34092;B Communication and Multimedia Design
34098;B Vertaalacademie
34104;B Opleiding tot Leraar Nederlandse Gebarentaal (NGT) / Bacheloropleiding tot Tolk NGT
34105;B Media, Informatie en Communicatie
34106;B Bedrijfsmanagement MKB
34112;B Forensisch Onderzoek
34116;B Social Work
34118;B Hotel- en Eventmanagement
34121;B Hogere Juridische Opleiding
34122;B Food Innovation
34124;B Information Management
34125;B People and Business Management
34126;B Commercieel Management
34128;B Circus Arts
34129;B Financieel Economisch Management
34130;B Business Management
34131;B Embedded Systems Engineering
34132;B Management Payroll Services
34133;B Stedenbouwkundig Ontwerpen
34134;B Verloskunde
34137;B Allround Styling
34138;B Toegepaste Bedrijfskunde
34139;B Bedrijfskunde MER
34140;B Fiscaal Recht en Economie
34144;B International Business Management
34145;B Business Studies
34146;B Europese Studies
34190;B Ocean Technology
34192;B Laboratoriumtechniek
34199;B Medisch Ingenieur
34202;B Landbouw
34203;B International Development Management
34205;B Biologische Landbouw
34214;B Internationale Agrarische Handel
34217;B Haarverzorging
34220;B Tuin- en Landschapsinrichting
34221;B Bos- en Natuurbeheer
34222;B Tuinbouw
34224;B Levensmiddelentechnologie
34226;B Land- en Watermanagement
34227;B Milieukunde
34228;B Agrarische Bedrijfskunde
34245;B Hogere Opleiding Software Engineer
34246;B System Engineer
34254;B Technische Commerciele Confectiekunde
34255;B Technische Commerciele Textielkunde
34261;B Bouwtechnische Bedrijfskunde
34262;B Autotechniek
34263;B Bouwkunde
34267;B Elektrotechniek
34268;B Technische Natuurkunde
34269;B Hogere Informatica
34270;B Computertechniek
34272;B Geodesie
34275;B Chemische Technologie
34276;B Maritieme Techniek
34278;B Luchtvaarttechnologie
34279;B Civiele Techniek
34280;B Werktuigbouwkunde
34282;B Ruimtelijke Ordening en Planologie
34284;B Milieukunde
34286;B Technisch commerciele confectiekunde
34287;B Opleiding voor Bedrijfskader
34288;B Materiaalkunde
34289;B Informatica en Informatiekunde
34292;B Kort hbo - informatica
34313;B Elektronica
34320;B Opleiding voor beroepen op het terrein van architectuur
34321;B Opleiding voor beroepen op het terrein van stedebouw
34326;B Agrologistiek
34327;B Agroproduktkunde
34329;B Plantenteelt
34330;B Veehouderij
34331;B Biotechnologie
34332;B Aquatische Ecotechnologie
34333;B Diermanagement
34334;B Agrarische Accountancy
34335;B Milieutechnologie
34349;B Elektronica Ingenieur
34369;B Energie- en Procestechnologie (AOT)
34371;B Mobiliteit
34375;B Logistiek management
34378;B Kort-hbo facilitaire dienstverlening
34379;B Petroleum- en Gastechnologie
34384;B Maritiem Officier
34386;B AOT - Techniek
34389;B Industrieel Product Ontwerpen
34390;B Logistics Engineering
34391;B Milieugerichte Materiaaltechnologie
34393;B Logistiek en Vervoer
34394;B Management van Informatie
34396;B Chemie
34397;B Biologie en Medisch Laboratoriumonderzoek
34398;B Informatievoorziening en Communicatie
34399;B Commerciele Economie van het Vervoer
34401;B Bedrijfseconomie
34402;B Commerciele Economie
34403;B Algemene juridische economie
34404;B Bedrijfskundige Informatica
34405;B Communicatie
34406;B Accountancy
34407;B International Business and Languages
34408;B Bestuurskunde
34409;B Fiscale Economie
34410;B Hoger Toeristisch en Recreatief Onderwijs
34411;B Hotel Management
34412;B Toeristisch Management (3-jarig)
34413;B Toerisme en Recreatie
34414;B Financial Services Management
34418;B Bedrijfsadministratie
34419;B European Studies
34421;B Technische Bedrijfskunde
34422;B Small Business en Retail Management
34423;B Management Informatica
34424;B Kort hbo - toeristisch en recreatief onderwijs
34425;B Kort hbo - bedrijfskundige informatica
34426;B SPD Bedrijfsadministratie
34430;B Communicatiesystemen
34432;B Food and Business
34435;B Management, Economie en Recht
34436;B Logistiek en Economie
34438;B Vrijetijdsmanagement
34439;B Rangenopleidingen
34442;B Spd Accountant Administratieconsulent
34456;B Orientaalse Talen en Communicatie
34463;B Marketing en Public Relations
34464;B Bestuurskunde/Overheidsmanagement
34469;B Controller
34471;B Hogere Opleiding Theologie
34472;B Elektronicatechniek
34473;B Milieu en Cultuurtechniek
34474;B Besturingstechnologie
34475;B Technische Informatica
34476;B Technisch Chemicus
34477;B Laborant Klinische Neurofysiologie
34478;B Marketing
34479;B Informatica
34480;B Management
34483;B Vertaler Engels
34484;B Accountant Administratieconsulent
34485;B Opleiding tot tolk Spaans
34486;B Opleiding tot vertaler Spaans
34487;B Tweedegraads lerarenopleiding Esperanto
34488;B IT-Service Management
34499;B Economische Bedrijfskunde
34500;B Facility Management
34506;B Kunstzinnige Therapie
34507;B Toegepaste Psychologie
34508;B Sociale zekerheidskunde
34510;B Marketing Communicatie
34512;B Onroerend Goed
34513;B Onroerendgoed Management
34514;B Personeelsmanagement
34526;B Makelaardij o.g.
34529;B Certified Financial Analyst
34532;B Hoger Business Management
34538;B Management in de Zorg
34545;B Financieel Administratief Management
34546;B Internationale Bedrijfskunde
34547;B Hartfunctielaborant
34549;B Optometrie
34554;B Longfunctieanalist
34560;B Opleiding tot Verpleegkundige
34561;B Medisch Beeldvormende en Radiotherapeutische Technieken
34565;B Opleiding tot Verpleegkundige in de Maatschappelijke Gezondheidszorg
34567;B Opleiding van Kader in de Gezondheidszorg
34568;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Verpleegkunde
34570;B Opleiding tot Fysiotherapeut
34571;B Oefentherapie Cesar
34572;B Opleiding tot Oefentherapeut
34574;B Opleiding voor Ergotherapie
34576;B Mondzorgkunde
34577;B Orthoptie
34578;B Opleiding voor Logopedie
34579;B Voeding en Dietetiek
34581;B Opleiding Podotherapie
34584;B Bewegingstechnologie
34585;B Psychomotorische Therapie en Bewegingsagogie
34588;B Opleiding bewegingsagogie/psychomotorische therapie
34590;B Vertaler Frans
34591;B Vertaler Spaans
34592;B Vertaler Duits
34599;B Sport, Management en Ondernemen
34600;B Hoger Pedagogisch en Sociaal - Agogisch Onderwijs
34601;B Export, International Trade and Marketing
34602;B Internationaal Management
34603;B Commerciele Communicatie
34606;B Personenvervoer en Verkeer
34607;B Fiscale/Juridische/Economische Zaken
34608;B Sociaal Werk
34609;B Human Resource Management
34610;B Culturele en Maatschappelijke Vorming
34616;B Maatschappelijk Werk en Dienstverlening
34617;B Sociaal Pedagogische Hulpverlening
34641;B Sociaal-Juridische Dienstverlening
34644;B Vaktherapie
34646;B Ondernemerschap
34647;B Secretary Management Support
34648;B Financiele Dienstverlening
34649;B Informatiedienstverlening en -management
34657;B Boekhandel en Uitgeverij
34659;B Bedrijfseconomie en Administratie
34661;B Transport en Beleid
34662;B Bedrijfskundig Management
34663;B Internationaal Transport en Economie
34665;B Bachelor of Business Administration in Fashion
34667;B Human Resource Management
34668;B Management & Finance
34669;B Informatiemanagement
34670;B Logistieke Informatica
34671;B Informatie en Communicatie Technologie
34672;B Vervoerskundige Informatica
34673;B Radiologisch Laborant
34675;B Financiele Planning
34682;B Psychosynthese
34684;B Economisch-Linguistisch
34686;B Journalistiek
34692;B Journalistiek en Voorlichting
34713;B Kunst en Techniek
34714;B Voortgezette opleiding mfa interactive media and environme
34718;B Fotografische Vormgeving
34727;B Vrije vormgeving (vervolg opleiding)
34733;B Film en Televisie
34735;B Cultureel Erfgoed
34739;B Muziek
34745;B Docent Theater
34746;B Creative Media
34748;B Opleiding voor het praktijkdiploma kerkmuziek
34756;B Fotografische vormgeving (tweede fase-opleiding)
34798;B Dans
34808;B Opleiding tot leraar Basisonderwijs
34841;B Opleiding voor het getuigschrift muziekonderwijs A  Algemene Muzikale Vorming
34842;B Opleiding voor het getuigschrift muziekonderwijs a ritmiek
34851;B Opleiding tot leraar Allochtone Levende Talen
34856;B Voedingsmiddelentechnologie
34859;B Management van de Leefomgeving
34860;B Theater
34863;B Opleiding voor het getuigschrift Muziekonderwijs B Schoolmuziek
34866;B Bedrijfskunde en Agribusiness
34867;B Accountancy en Agribusiness
34868;B Tuinbouw en Akkerbouw
34869;B Dier- en Veehouderij
34899;B Docent en Kennismanager Groene Sector
34908;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Levensmiddelentechnologie
34909;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Dierenhouderij en Verwerking I en II
34910;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Tuinbouw en Plantenteelt en Verwerking I en II
34915;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Plantenteelt en Verwerking I en II
34916;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Veehouderij en Verwerking I en II
34917;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Agrarische Techniek I en II
34918;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Agrarische Economie
34920;B Opleiding Popmuzikant
34923;B Hotelmanagement
34924;B Hotel- en Hospitality Management
34926;B Retail Management
34927;B Internationaal Toeristisch Management
34928;B Financieel Management
34930;B Psychologie
34933;B Vakopleiding voor musici, dirigenten, uitvoerende musici en instrumentaal docenten muziek
34935;B Hogere Managementopleiding voor de Mobiliteitsbranche
34936;B International Business and Management Studies
34940;B Docent Dans
34941;B Opleiding voor het Docentschap Mime
34951;B Kunst en Economie
34952;B Media en Entertainment Management
34953;B Orthopedische Technologie
34967;B Ad hoc studies
35025;B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding
35099;B 1e graad biologie
35108;B 3egr wiskunde
35131;B Opleiding Handelseconomisch Duits
35143;B Opleiding Handelseconomisch Frans
35144;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Fries
35146;B Theologie
35158;B Pedagogiek
35168;B Toegepaste Wiskunde
35182;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Russisch
35185;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Arabisch
35186;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Turks
35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits
35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels
35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans
35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis
35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands
35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde
35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde
35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie
35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie
35204;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek
35205;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Islamgodsdienst
35207;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Economie
35208;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Mens en Technologie
35210;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in het Technisch Beroepsonderwijs
35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde
35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek
35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans
35256;B Opleiding tot leraar voortgezet onderwijs 1e graad in turk
35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde
35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie
35302;B Opleiding tot leraar Dames/Heren Kappen
35303;B Opleiding tot leraar in Informatica
35322;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Tekenen
35342;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Handvaardigheid
35362;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Textiele Werkvormen
35381;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Verzorging/Huishoudkunde
35382;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bouwkunde I en II
35383;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bouwtechniek I en II
35384;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Elektrotechniek I en II
35385;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Mechanische Techniek I en II
35386;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Motorvoertuigentechniek I en II
35387;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Werktuigbouwkunde I en II
35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn
35389;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Bouwkunde
35390;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Werktuigbouwkunde
35391;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Chemische Laboratoriumtechniek
35392;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Commerciele Economie
35393;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Electrotechniek
35394;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Personeel en Arbeid
35395;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologische en Medische Laboratoriumtechniek
35396;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg
35401;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Verzorging/Gezondheidskunde
35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer
35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde
35423;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Consumptieve Techniek I en II
35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst
35442;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Installatietechniek I en II
35484;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Grafische Techniek I en II
35497;B Pedagogisch didactisch diploma
35512;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in beeldende vorming
35513;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Mens en Maatschappij
35514;B International Teacher Education for Primary Schools (ITEps)
35515;B Business Innovation
35516;B Creative Business
35517;B Finance, Tax and Advice
35520;B Finance & Control
35521;B Leisure & Events Management
35522;B Logistics Management
35523;B Ondernemerschap & Retail Management
35524;B Tourism Management
35525;B International Teacher Education for Secondary Schools
35526;B Film en Audiovisuele Media
35527;B Entrepreneurship & Innovation
35528;B Toegepast Filosoof
35529;B Omgevingskunde
35530;B Biomedische Technologie
35531;B Financial Business Management
39100;B Docent Beeldende Kunst en Vormgeving
39109;B Beeldende Kunst en Vormgeving
39110;B Autonome Beeldende Kunst
39111;B Vormgeving
39112;B Docent Muziek
39113;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in beeldende vorming
39116;B Docent Informatie en Communicatie Technologie
39118;B Business IT & Management
39119;B Islamitische Theologie
39199;B Counselling
39200;B Trend Research & Concept Creation in Lifestyle
39201;B Integrale Veiligheid
39202;B Kunst en Cultuur
39203;B Vastgoed en Makelaardij
39204;B Kust en Zee Management
39205;B HBO - Rechten
39206;B Muziektherapie
39207;B Danstherapie
39208;B Archeologie
39209;B Farmaceutisch Consulent
39210;B Interior Design & Styling
39211;B Fotografie en Gedrukte Media
39212;B Fashion
39213;B Custom Relation Management
39214;B Audiovisuele vormgeving
39215;B Bio-informatica
39216;B Industriele Automatisering
39217;B Biometrie
39218;B Learning and Development in Organisations
39219;B Gezondheidszorg Technologie
39220;B Entertainment Management
39221;B Event Management
39222;B Genetische Modificatie
39223;B Horeca en Catering Management
39224;B Audiologie
39225;B Aviation
39226;B Business Administration
39227;B Business Management for Event, Leisure and Entertainment Industry
39228;B Public Administration
39230;B Bedrijfsfunctionaris BHV
39232;B Bouwmanagement en Vastgoed
39233;B Business Engineering
39234;B Commercieel Ingenieur
39235;B Complementary and Alternative Medicine
39236;B SZ-Professional
39237;B Financieel Management (MBA/SPD)
39239;B Bachelor of Business Administration
39240;B Engineering, Design and Innovation
39241;B Finance en Control Uitkeringsadministratie
39243;B ICT Telecommunicatie Ingenieur
39244;B International Hotel Management Study
39245;B Business Administration in Hotel Management
39249;B Policing
39250;B Netwerk Infrastructuur Design
39252;B Tandprothetiek
39254;B Vormgeving en Management
39267;B Economie
39268;B Integrale Veiligheidskunde
39269;B Datacommunicatie en Netwerken
39271;B Functiegerichte Bachelor in Toerisme en Recreatie
39272;B Antroposofische Gezondheidszorg
39273;B International Event Management
39274;B International Hospitality Business Management
39275;B International Hotel and Hospitality Management
39278;B Delta Management
39279;B Game Architecture and Design
39280;B Built Environment
39281;B International Food & Agribusiness
39282;B BBA Bedrijfskunde
39283;B Verpleegkunde
39301;B Docent en kennismanager Dienstverlening en Producten
39305;B Forensisch Laboratoriumonderzoek
39308;B Gezondheid
39309;B Applied Data Science & Artificial Intelligence
39310;B Digital Transformation Management
39311;B Business Psychology
39312;B Makelaardij en Vastgoed
39500;B International Maintenance Management (joint degree)
39501;B International Teacher Education for Primary School (ITEps) (joint degree)
40015;M Smart Systems Engineering
40019;M Jeugdzorg
40065;M Psychomotorische Therapie
40101;M Health Care and Social Work
40118;M Theater
40120;M Health Innovation
40124;M Master Digitale Technologie
44101;M Special Educational Needs: Auditief Gehandicapten
44102;M Special Educational Needs: Communicatief Gehandicapten
44103;M Educational Needs
44104;M Master Deaf Studies & Communication Needs
44113;M Pedagogiek
44116;M Social Work
44135;M Leren en Innoveren
44136;M Learning & Innovation
44141;M Expertdocent Beroepsonderwijs
44336;M Architectuur
44337;M Landschapsarchitectuur
44338;M Stedenbouw
44507;M Master in Toegepaste Psychologie voor professionals
44714;M Master Media, Art, Design & Technology
44733;M Film
44739;M Muziek
44749;M Vrije Vormgeving
44756;M Fotografie
44758;M Grafisch Ontwerpen
44759;M Vormgeving
44760;M Interior Architecture
44804;M Fashion Strategy
44852;M Master of Music
44853;M Autonome Beeldende Kunst
44874;M Theater
45099;M Biologie
45106;M Wiskunde
45109;M Aardrijkskunde
45110;M Duits
45112;M Engels
45113;M Frans
45119;M Nederlands
45124;M Leraar Spaans
45262;M Leraar Engels
45263;M Leraar Wiskunde
45264;M Leraar Aardrijkskunde
45265;M Leraar Duits
45266;M Leraar Frans
45267;M Leraar Geschiedenis
45268;M Leraar Maatschappijleer
45269;M Leraar Nederlands
45270;M Leraar Economie
45271;M Leraar Bedrijfseconomie
45272;M Leraar Natuurkunde
45273;M Leraar Scheikunde
45274;M Leraar Godsdienst
45275;M Leraar Algemene Economie
45276;M Leraar Fries
45277;M Leraar Godsdienst
45279;M Leraar Biologie
45283;M Master Legal Management
45284;M Content & Media Strategy
45285;M Forensisch Sociale Professional
45286;M Fysiotherapie en Innovatie in beweegzorg
45287;M Strategic Events Management
45288;M Fysiotherapie en Wijkgerichte Beweegzorg
45289;M Master in International Business and Management
45290;M Food Systems Innovation
45292;M Projectmanagement
45293;M Applied IT
45294;M ICT: Software Engineering
45518;M Natuurkunde
45532;M Master Vitaliteit & Professionaliteit
49097;M Applied Nanotechnology
49098;M Master Design
49099;M Talentontwikkeling en Diversiteit
49101;M Typografie
49102;M Fashion Design
49103;M Choreografie
49104;M Sonologie
49105;M Opera
49106;M Type and Media
49107;M Media Design and Communication
49108;M Master of Arts Therapies
49113;M MFA Schilderkunst
49114;M Master of Arts in Fine Art and Design
49115;M Physician Assistant
49117;M Kunsteducatie
49120;M Game Technology
49121;M Professional Master in Media Innovation
49122;M Marine Shipping Innovations
49123;M Animatie
49124;M Crossover Creativity
49125;M Performance Practices
49126;M Serious Gaming
49127;M Healthy Ageing Professional
49128;M Innovative Textile Development
49130;M Master Sport- en Bewegingsonderwijs
49131;M Digital Design
49132;M Innovatie in Zorg en Welzijn
49133;M Control Systems Engineering
49134;M Master of Automotive Systems
49135;M International Leisure, Tourism & Events Management
49136;M Engineering Systems
49137;M Agribusiness Development
49138;M DAS Creative Producing
49139;M Sport- en Beweeginnovatie
49140;M Community Development
49141;M International Communication
49142;M Master Circulaire Economie
49143;M Neurorevalidatie en Innovatie
49144;M Next Level Engineering
49145;M Gezondheidsinnovatie
49146;M Master Interprofessioneel werken met Jeugd
49147;M Contextuele Benadering
49148;M Data Driven Business
49149;M Master of Business Management
49150;M Applied Museum and Heritage Studies
49151;M Leading Hotel Transformation
49152;M GGZ- Verpleegkunde (GGZ-V)
49153;M Shipping and Transport
49154;M Operationeel Leiderschap in Performing Arts
49155;M Robotics Systems Engineering
49156;M Digital Technology Engineering
49157;M Applied Artificial Intelligence
49158;M International Hospitality and Service Management
49159;M Master in Consultancy and Entrepreneurship
49160;M Performance, Sport and Health
49238;M Interieurarchitectuur
49246;M Advanced Nursing Practice
49248;M Toetsdeskundige
49284;M Performing Public Space
49285;M Lichamelijke Opvoeding en Sportpedagogiek
49286;M Master of Music Therapy
49287;M Tourism Destination Management
49288;M Passend Meesterschap
49289;M Critical Care
49290;M Innovative Dairy Chain Management
49291;M Interdisciplinary Business Professional
49292;M Master in International Supply Chain Management
49293;M Molecular Life Sciences
49294;M Speltherapie
49295;M Master Educational Leadership
49296;M Klinisch Verloskundige
49297;M Data-driven Design
49298;M Advanced Health Informatics Practice
49299;M Master Urban Management
49300;M Data Science for Life Sciences
49302;M Design Driven Innovation
49303;M Vaktherapie
49304;M Digital Driven Business
49306;M Ontwerpen van Eigentijds Leren
49307;M International Supply Chain Management
49308;M Master of Science in Scaling up
49396;M Energy for Society
49397;M Computer Vision & Data Science
49398;M Integrale Bedrijfsvoering
49399;M MBA Growing Sustainable Leadership
49400;M Urban Technology
49401;M Sustainable Business Transition
49402;M Toegepast Recht
49403;M Human-Centered Artificial Intelligence
49500;M Social Work (joint degree)
49501;M Kunsteducatie (joint degree)
49502;M Master Choreografie (joint degree)
49503;M Master of Urban and Area Development (joint degree)
49504;M River Delta Development (joint degree)
50001;B Theater-, Film- en Televisiewetenschap
50002;B Advanced Technology
50003;B Onderwijswetenschappen
50004;B Cultuurwetenschappen
50005;B Antropologie
50006;B Econometrics and Operations Research
50007;B Bestuurs- en Organisatiewetenschap
50008;B Management, Organisatie en Bestuur
50009;B Open Academie
50010;B Media en informatie
50011;B Gedrag en Samenleving
50012;B Bio-exact
50013;B Natuurwetenschappen
50014;B Psychobiologie
50015;B Business Administration/Bedrijfskunde
50016;B Communicatie en Life Sciences
50017;B European Law School
50018;B Gezondheid en Maatschappij
50019;B International Business
50020;B Bachelor University College Maastricht
50021;B Theologie Klassiek
50022;B Theologie Plus
50023;B Economics
50033;B Klinische Technologie
50035;B Culturele Antropologie en Ontwikkelingssociologie
50100;B International Land and Water Management
50101;B Economie en Beleid
50200;B Talen en Culturen van Mesopotamie en Anatolie
50201;B Hebreeuwse en Joodse Studies
50202;B Wereldgodsdiensten
50203;B Ruslandkunde
50204;B Vergelijkende Indo-Europese Taalwetenschap
50205;B Sterrenkunde
50206;B Natuurkunde
50207;B Bio-Farmaceutische Wetenschappen
50208;B Behavioural sciences
50250;B Beta-gamma
50253;B Culturele Antropologie en Ontwikkelingsstudies
50290;B English Language and Culture
50296;B European Public Health
50300;B Data Science and Artificial Intelligence
50340;B Scheikundige Technologie en Bioprocestechnologie
50352;B Civil Engineering
50374;B International Bachelor's Programme in Communication and Media
50393;B Liberal Arts and Sciences
50406;B Religie in Samenleving en Cultuur
50411;B Tourism
50414;B Film- en Literatuurwetenschap
50422;B Militaire Bedrijfswetenschappen
50423;B Militaire Systemen & Technologie
50424;B Krijgswetenschappen
50425;B Future Planet Studies
50426;B Computer Science
50427;B Technology and Liberal Arts & Sciences
50429;B Liberal Arts and Sciences: Global Challenges
50435;B Elektro- en Informatietechniek
50439;B Mechanical Engineering
50440;B Toegepaste Wiskunde
50441;B Industrial Design
50447;B Creative Technology
50509;B Gezondheid en Leven
50620;B Recht en ICT
50622;B Algemene Taalwetenschap
50623;B American Studies
50627;B Internationale Betrekkingen en Internationale Organisatie
50629;B Kunsten, Cultuur en Media
50643;B Accountancy en Controlling
